case_id,complaint_id,fraud_label,cashout_label,pattern,transaction_count,suspicious_transaction_count,transaction_frequency,transaction_velocity,amount_deviation,hop_count,unique_accounts,transfer_chain_length,amount_decay_across_hops,rapid_transfer_flag,account_activity_frequency,account_risk,new_destination_flag,destination_concentration,previous_withdrawal_count,average_withdrawal_amount,hour,day_of_week,time_since_last_transaction,time_since_first_suspicious_transaction,split,source_type
CASE-00466,CMP-100466,1,1,RAPID,11,1,0.4583,11,9593.18,1,21,2,0.8301,1,1,LOW,1,1.1,0,0,10,2,0,0,TRAIN,SYNTHETIC
CASE-00467,CMP-100467,1,0,MULTI_HOP,11,3,0.4583,2.64,25527.64,3,17,4,0.6341,0,1,LOW,1,1.375,0,0,15,2,0,163,TRAIN,SYNTHETIC
CASE-00468,CMP-100468,1,1,PROXIMITY,8,1,0.3333,2.7429,13725.5,1,16,2,0.8384,0,1,LOW,1,1,0,0,14,2,0,0,TRAIN,SYNTHETIC
CASE-00469,CMP-100469,0,0,NORMAL,8,0,0.3333,8,14740.25,1,16,2,,0,1,LOW,1,1,0,0,13,2,0,,TRAIN,SYNTHETIC
CASE-00470,CMP-100470,0,0,NORMAL,7,0,0.2917,7,14572.14,1,14,2,,0,1,MEDIUM,1,1,0,0,14,2,0,,TRAIN,SYNTHETIC
CASE-00471,CMP-100471,1,1,RAPID,8,1,0.3333,8,17898.13,1,16,2,0.9266,1,1,LOW,1,1,0,0,15,2,0,0,TRAIN,SYNTHETIC
CASE-00472,CMP-100472,1,1,MULTI_HOP,12,2,0.5,4.0678,25019.67,2,23,3,0.7525,0,1,LOW,1,1,0,0,18,2,0,98,TRAIN,SYNTHETIC
CASE-00473,CMP-100473,0,0,NORMAL,6,0,0.25,6,11183.17,0,12,1,,0,1,HIGH,1,1,0,0,17,2,0,,TRAIN,SYNTHETIC
CASE-00474,CMP-100474,0,0,NORMAL,6,0,0.25,6,13536.83,0,12,1,,0,1,LOW,1,1,0,0,18,2,0,,VALIDATION,SYNTHETIC
CASE-00475,CMP-100475,0,0,NORMAL,6,0,0.25,6,6737.33,0,12,1,,0,1,MEDIUM,1,1,0,0,19,2,0,,VALIDATION,SYNTHETIC
CASE-00476,CMP-100476,0,0,NORMAL,6,0,0.25,6,15526.17,1,12,2,,0,1,LOW,1,1,0,0,20,2,0,,VALIDATION,SYNTHETIC
CASE-00477,CMP-100477,0,0,NORMAL,8,0,0.3333,8,11944.25,1,16,2,,0,1,LOW,1,1,0,0,21,2,0,,TEST,SYNTHETIC
CASE-00478,CMP-100478,0,0,NORMAL,6,0,0.25,6,12497.33,1,12,2,,0,1,LOW,1,1,0,0,22,2,0,,TEST,SYNTHETIC
CASE-00479,CMP-100479,0,0,NORMAL,9,0,0.375,9,10107,1,18,2,,0,1,LOW,1,1,0,0,23,2,0,,TEST,SYNTHETIC
CASE-00480,CMP-100480,0,0,NORMAL,9,0,0.375,9,12296.67,0,18,1,,0,1,MEDIUM,1,1,0,0,0,3,0,,TRAIN,SYNTHETIC
CASE-00481,CMP-100481,0,0,NORMAL,6,0,0.25,6,12506.17,1,12,2,,0,1,LOW,1,1,0,0,1,3,0,,TRAIN,SYNTHETIC
CASE-00482,CMP-100482,0,0,NORMAL,10,0,0.4167,10,9024.2,0,20,1,,0,1,LOW,1,1,0,0,2,3,0,,TRAIN,SYNTHETIC
CASE-00483,CMP-100483,0,0,NORMAL,7,0,0.2917,7,14065.57,0,14,1,,0,1,LOW,1,1,0,0,3,3,0,,TRAIN,SYNTHETIC
CASE-00484,CMP-100484,1,1,DELAYED,7,0,0.2917,7,12930.86,0,14,1,1,0,1,HIGH,1,1,0,0,4,3,0,,TRAIN,SYNTHETIC
CASE-00485,CMP-100485,1,1,MULTI_CANDIDATE,7,1,0.2917,7,18138.57,1,14,2,0.9184,0,1,MEDIUM,1,1,0,0,5,3,0,0,TRAIN,SYNTHETIC
CASE-00486,CMP-100486,0,0,NORMAL,8,0,0.3333,8,13830.63,1,16,2,,0,1,LOW,1,1,0,0,6,3,0,,TRAIN,SYNTHETIC
CASE-00487,CMP-100487,1,1,MULTI_HOP,9,3,0.375,1.794,12685.33,3,16,4,0.6425,0,1,LOW,1,1,0,0,12,3,0,151,TRAIN,SYNTHETIC
CASE-00488,CMP-100488,1,1,PROXIMITY,9,1,0.375,5.7447,22459.11,1,18,2,0.9328,0,1,LOW,1,1,0,0,9,3,0,0,TRAIN,SYNTHETIC
CASE-00489,CMP-100489,0,0,NORMAL,7,0,0.2917,7,12943.29,0,14,1,,0,1,LOW,1,1,0,0,9,3,0,,TRAIN,SYNTHETIC
CASE-00490,CMP-100490,0,0,NORMAL,9,0,0.375,9,9753.89,0,18,1,,0,1,MEDIUM,1,1,0,0,10,3,0,,TRAIN,SYNTHETIC
CASE-00491,CMP-100491,0,0,NORMAL,10,0,0.4167,10,9288.1,0,20,1,,0,1,LOW,1,1,0,0,11,3,0,,TRAIN,SYNTHETIC
CASE-00492,CMP-100492,0,0,NORMAL,8,0,0.3333,8,12695.38,1,16,2,,0,1,LOW,1,1,0,0,12,3,0,,TRAIN,SYNTHETIC
CASE-00493,CMP-100493,1,1,PROXIMITY,10,1,0.4167,5,14039.2,1,20,2,0.8433,0,1,LOW,1,1,0,0,15,3,0,0,TRAIN,SYNTHETIC
CASE-00494,CMP-100494,1,1,DELAYED,7,1,0.2917,0.3043,19899.29,1,14,2,0.9162,0,1,LOW,1,1,0,0,13,4,0,0,VALIDATION,SYNTHETIC
CASE-00495,CMP-100495,0,0,NORMAL,6,0,0.25,6,13353.5,1,12,2,,0,1,HIGH,1,1,0,0,15,3,0,,VALIDATION,SYNTHETIC
CASE-00496,CMP-100496,0,0,NORMAL,8,0,0.3333,8,8916.38,1,16,2,,0,1,LOW,1,1,0,0,16,3,0,,VALIDATION,SYNTHETIC
CASE-00497,CMP-100497,1,1,MULTI_HOP,12,3,0.5,2.3077,27385.67,3,22,4,0.7089,0,1,LOW,1,1,0,0,22,3,0,171,TEST,SYNTHETIC
CASE-00498,CMP-100498,1,1,PROXIMITY,11,1,0.4583,3.8372,16031.27,1,22,2,0.8633,0,1,LOW,1,1,0,0,20,3,0,0,TEST,SYNTHETIC
CASE-00499,CMP-100499,0,0,NORMAL,6,0,0.25,6,14313.33,1,12,2,,0,1,LOW,1,1,0,0,19,3,0,,TEST,SYNTHETIC
CASE-00500,CMP-100500,0,0,NORMAL,8,0,0.3333,8,8320,0,16,1,,0,1,MEDIUM,1,1,0,0,20,3,0,,TRAIN,SYNTHETIC
CASE-00501,CMP-100501,1,1,RAPID,7,1,0.2917,7,16963.14,1,14,2,0.8395,1,1,LOW,1,1,0,0,21,3,0,0,TRAIN,SYNTHETIC
CASE-00502,CMP-100502,0,0,NORMAL,10,0,0.4167,10,10788.8,1,20,2,,0,1,LOW,1,1,0,0,22,3,0,,TRAIN,SYNTHETIC
CASE-00503,CMP-100503,1,1,PROXIMITY,9,1,0.375,3.375,13787.33,1,18,2,0.8751,0,1,LOW,1,1,0,0,1,4,0,0,TRAIN,SYNTHETIC
CASE-00504,CMP-100504,1,1,DELAYED,7,1,0.2917,0.35,12019.14,1,14,2,0.8983,0,1,LOW,1,1,0,0,20,4,0,0,TRAIN,SYNTHETIC
CASE-00505,CMP-100505,0,0,NORMAL,8,0,0.3333,8,12857.63,0,16,1,,0,1,MEDIUM,1,1,0,0,1,4,0,,TRAIN,SYNTHETIC
CASE-00506,CMP-100506,0,0,NORMAL,9,0,0.375,9,12248.22,1,18,2,,0,1,HIGH,1,1,0,0,2,4,0,,TRAIN,SYNTHETIC
CASE-00507,CMP-100507,1,1,MULTI_HOP,9,3,0.375,1.7763,35515,3,16,4,0.6434,0,1,LOW,1,1,0,0,8,4,0,127,TRAIN,SYNTHETIC
CASE-00508,CMP-100508,0,0,NORMAL,8,0,0.3333,8,11362.88,0,16,1,,0,1,LOW,1,1,0,0,4,4,0,,TRAIN,SYNTHETIC
CASE-00509,CMP-100509,1,1,DELAYED,6,0,0.25,6,12902.67,0,12,1,1,0,1,LOW,1,1,0,0,5,4,0,,TRAIN,SYNTHETIC
CASE-00510,CMP-100510,1,1,MULTI_CANDIDATE,7,1,0.2917,7,17490.14,1,14,2,0.9379,0,1,MEDIUM,1,1,0,0,6,4,0,0,TRAIN,SYNTHETIC
CASE-00511,CMP-100511,0,0,NORMAL,7,0,0.2917,7,10173.86,1,14,2,,0,1,LOW,1,1,0,0,7,4,0,,TRAIN,SYNTHETIC
CASE-00512,CMP-100512,0,0,NORMAL,8,0,0.3333,8,13012.63,0,16,1,,0,1,LOW,1,1,0,0,8,4,0,,TRAIN,SYNTHETIC
CASE-00513,CMP-100513,0,0,NORMAL,9,0,0.375,9,10982.89,1,18,2,,0,1,LOW,1,1,0,0,9,4,0,,TRAIN,SYNTHETIC
CASE-00514,CMP-100514,1,1,DELAYED,6,0,0.25,6,10577.67,0,12,1,1,0,1,LOW,1,1,0,0,10,4,0,,VALIDATION,SYNTHETIC
CASE-00515,CMP-100515,1,0,MULTI_CANDIDATE,8,1,0.3333,3.2,20999,1,16,2,0.8957,0,1,MEDIUM,1,1,0,0,13,4,0,0,VALIDATION,SYNTHETIC
CASE-00516,CMP-100516,1,1,RAPID,9,1,0.375,9,17619.33,1,18,2,0.8631,1,1,LOW,1,1,0,0,12,4,0,0,VALIDATION,SYNTHETIC
CASE-00517,CMP-100517,1,1,MULTI_HOP,8,2,0.3333,1.7712,24144.88,2,15,3,0.7682,0,1,HIGH,1,1,0,0,17,4,0,166,TEST,SYNTHETIC
CASE-00518,CMP-100518,0,0,NORMAL,9,0,0.375,9,9332.78,0,18,1,,0,1,LOW,1,1,0,0,14,4,0,,TEST,SYNTHETIC
CASE-00519,CMP-100519,0,0,NORMAL,6,0,0.25,6,9072.33,1,12,2,,0,1,LOW,1,1,0,0,15,4,0,,TEST,SYNTHETIC
CASE-00520,CMP-100520,0,0,NORMAL,9,0,0.375,9,8895.11,0,18,1,,0,1,MEDIUM,1,1,0,0,16,4,0,,TRAIN,SYNTHETIC
CASE-00521,CMP-100521,1,1,RAPID,8,1,0.3333,8,15783.5,1,16,2,0.926,1,1,LOW,1,1,0,0,17,4,0,0,TRAIN,SYNTHETIC
CASE-00522,CMP-100522,0,0,NORMAL,9,0,0.375,9,12038.56,0,18,1,,0,1,LOW,1,1,0,0,18,4,0,,TRAIN,SYNTHETIC
CASE-00523,CMP-100523,1,1,PROXIMITY,10,1,0.4167,6.8966,21267.6,1,20,2,0.9224,0,1,LOW,1,1,0,0,20,4,0,0,TRAIN,SYNTHETIC
CASE-00524,CMP-100524,0,0,NORMAL,8,0,0.3333,8,11538,1,16,2,,0,1,LOW,1,1,0,0,20,4,0,,TRAIN,SYNTHETIC
CASE-00525,CMP-100525,0,0,NORMAL,7,0,0.2917,7,7939.57,0,14,1,,0,1,MEDIUM,1,1,0,0,21,4,0,,TRAIN,SYNTHETIC
CASE-00526,CMP-100526,0,0,NORMAL,10,0,0.4167,10,9295.1,0,20,1,,0,1,LOW,1,1,0,0,22,4,0,,TRAIN,SYNTHETIC
CASE-00527,CMP-100527,1,1,MULTI_HOP,10,3,0.4167,1.9169,13685,3,18,4,0.7124,0,1,LOW,1,1,0,0,4,5,0,143,TRAIN,SYNTHETIC
CASE-00528,CMP-100528,0,0,NORMAL,7,0,0.2917,7,11945.86,0,14,1,,0,1,HIGH,1,1,0,0,0,5,0,,TRAIN,SYNTHETIC
CASE-00529,CMP-100529,1,0,DELAYED,9,0,0.375,9,13921.56,0,18,1,1,0,1,LOW,1,1,0,0,1,5,0,,TRAIN,SYNTHETIC
CASE-00530,CMP-100530,0,0,NORMAL,7,0,0.2917,7,11174.29,0,14,1,,0,1,MEDIUM,1,1,0,0,2,5,0,,TRAIN,SYNTHETIC
CASE-00531,CMP-100531,1,1,RAPID,9,1,0.375,9,15114.56,1,18,2,0.8332,1,1,LOW,1,1,0,0,3,5,0,0,TRAIN,SYNTHETIC
CASE-00532,CMP-100532,0,0,NORMAL,10,0,0.4167,10,8366,1,20,2,,0,1,LOW,1,1,0,0,4,5,0,,TRAIN,SYNTHETIC
CASE-00533,CMP-100533,1,1,PROXIMITY,7,1,0.2917,5,12123.57,1,14,2,0.9232,0,1,LOW,1,1,0,0,6,5,0,0,TRAIN,SYNTHETIC
CASE-00534,CMP-100534,1,1,DELAYED,9,1,0.375,0.3214,18331.44,1,18,2,0.8272,0,1,LOW,1,1,0,0,10,6,0,0,VALIDATION,SYNTHETIC
CASE-00535,CMP-100535,0,0,NORMAL,8,0,0.3333,8,13240.25,0,16,1,,0,1,MEDIUM,1,1,0,0,7,5,0,,VALIDATION,SYNTHETIC
CASE-00536,CMP-100536,0,0,NORMAL,10,0,0.4167,10,9889.9,0,20,1,,0,1,LOW,1,1,0,0,8,5,0,,VALIDATION,SYNTHETIC
CASE-00537,CMP-100537,0,0,NORMAL,7,0,0.2917,7,8629.43,1,14,2,,0,1,LOW,1,1,0,0,9,5,0,,TEST,SYNTHETIC
CASE-00538,CMP-100538,0,0,NORMAL,8,0,0.3333,8,9162.75,1,16,2,,0,1,LOW,1,1,0,0,10,5,0,,TEST,SYNTHETIC
CASE-00539,CMP-100539,1,1,DELAYED,9,0,0.375,9,13348.67,0,18,1,1,0,1,HIGH,1,1,0,0,11,5,0,,TEST,SYNTHETIC
CASE-00540,CMP-100540,1,1,MULTI_CANDIDATE,6,0,0.25,6,6916.5,0,12,1,1,0,1,MEDIUM,1,1,0,0,12,5,0,,TRAIN,SYNTHETIC
CASE-00541,CMP-100541,0,0,NORMAL,6,0,0.25,6,9546.5,1,12,2,,0,1,LOW,1,1,0,0,13,5,0,,TRAIN,SYNTHETIC
CASE-00542,CMP-100542,0,0,NORMAL,6,0,0.25,6,12812.83,0,12,1,,0,1,LOW,1,1,0,0,14,5,0,,TRAIN,SYNTHETIC
CASE-00543,CMP-100543,0,0,NORMAL,7,0,0.2917,7,9035.14,0,14,1,,0,1,LOW,1,1,0,0,15,5,0,,TRAIN,SYNTHETIC
CASE-00544,CMP-100544,0,0,NORMAL,8,0,0.3333,8,9951,1,16,2,,0,1,LOW,1,1,0,0,16,5,0,,TRAIN,SYNTHETIC
CASE-00545,CMP-100545,0,0,NORMAL,9,0,0.375,9,8936.56,1,18,2,,0,1,MEDIUM,1,1,0,0,17,5,0,,TRAIN,SYNTHETIC
CASE-00546,CMP-100546,0,0,NORMAL,8,0,0.3333,8,11009.5,0,16,1,,0,1,LOW,1,1,0,0,18,5,0,,TRAIN,SYNTHETIC
CASE-00547,CMP-100547,1,1,MULTI_HOP,9,3,0.375,1.25,40140.33,3,16,4,0.7121,0,1,LOW,1,1,0,0,2,6,0,294,TRAIN,SYNTHETIC
CASE-00548,CMP-100548,0,0,NORMAL,8,0,0.3333,8,12258,1,16,2,,0,1,LOW,1,1,0,0,20,5,0,,TRAIN,SYNTHETIC
CASE-00549,CMP-100549,0,0,NORMAL,9,0,0.375,9,4626.78,0,18,1,,0,1,LOW,1,1,0,0,21,5,0,,TRAIN,SYNTHETIC
CASE-00550,CMP-100550,0,0,NORMAL,8,0,0.3333,8,8534.88,1,16,2,,0,1,HIGH,1,1,0,0,22,5,0,,TRAIN,SYNTHETIC
CASE-00551,CMP-100551,0,0,NORMAL,9,0,0.375,9,11711.67,1,18,2,,0,1,LOW,1,1,0,0,23,5,0,,TRAIN,SYNTHETIC
CASE-00552,CMP-100552,1,1,MULTI_HOP,12,2,0.5,3.1034,17514.5,2,23,3,0.7524,0,1,LOW,1,1,0,0,3,6,0,159,TRAIN,SYNTHETIC
CASE-00553,CMP-100553,1,1,PROXIMITY,7,1,0.2917,2.5,15489.43,1,14,2,0.8564,0,1,LOW,1,1,0,0,3,6,0,0,TRAIN,SYNTHETIC
CASE-00554,CMP-100554,1,1,DELAYED,11,1,0.4583,0.6471,15227.36,1,22,2,0.8974,0,1,LOW,1,1,0,0,19,6,0,0,VALIDATION,SYNTHETIC
CASE-00555,CMP-100555,1,1,MULTI_CANDIDATE,11,1,0.4583,4.5517,13020,1,22,2,0.8496,0,1,MEDIUM,1,1,0,0,5,6,0,0,VALIDATION,SYNTHETIC
CASE-00556,CMP-100556,0,0,NORMAL,7,0,0.2917,7,13129.57,0,14,1,,0,1,LOW,1,1,0,0,4,6,0,,VALIDATION,SYNTHETIC
CASE-00557,CMP-100557,1,1,MULTI_HOP,9,3,0.375,1.9636,30898.11,3,16,4,0.6495,0,1,LOW,1,1,0,0,9,6,0,164,TEST,SYNTHETIC
CASE-00558,CMP-100558,0,0,NORMAL,6,0,0.25,6,14634.5,0,12,1,,0,1,LOW,1,1,0,0,6,6,0,,TEST,SYNTHETIC
CASE-00559,CMP-100559,1,1,DELAYED,7,0,0.2917,7,7224.29,0,14,1,1,0,1,LOW,1,1,0,0,7,6,0,,TEST,SYNTHETIC
CASE-00560,CMP-100560,0,0,NORMAL,6,0,0.25,6,8091.17,1,12,2,,0,1,MEDIUM,1,1,0,0,8,6,0,,TRAIN,SYNTHETIC
CASE-00561,CMP-100561,1,1,RAPID,9,1,0.375,9,19073.33,1,18,2,0.8624,1,1,HIGH,1,1,0,0,9,6,0,0,TRAIN,SYNTHETIC
CASE-00562,CMP-100562,0,0,NORMAL,8,0,0.3333,8,12090.25,0,16,1,,0,1,LOW,1,1,0,0,10,6,0,,TRAIN,SYNTHETIC
CASE-00563,CMP-100563,1,0,PROXIMITY,7,1,0.2917,3.8532,13985.43,1,14,2,0.9033,0,1,LOW,1,1,0,0,12,6,0,0,TRAIN,SYNTHETIC
CASE-00564,CMP-100564,1,1,DELAYED,10,0,0.4167,10,9262.6,0,20,1,1,0,1,LOW,1,1,0,0,12,6,0,,TRAIN,SYNTHETIC
CASE-00565,CMP-100565,1,1,MULTI_CANDIDATE,9,1,0.375,4.3902,14115.44,1,18,2,0.9231,0,1,MEDIUM,1,1,0,0,15,6,0,0,TRAIN,SYNTHETIC
CASE-00566,CMP-100566,0,0,NORMAL,7,0,0.2917,7,12751.29,0,14,1,,0,1,LOW,1,1,0,0,14,6,0,,TRAIN,SYNTHETIC
CASE-00567,CMP-100567,0,0,NORMAL,6,0,0.25,6,11846.83,1,12,2,,0,1,LOW,1,1,0,0,15,6,0,,TRAIN,SYNTHETIC
CASE-00568,CMP-100568,1,1,PROXIMITY,8,1,0.3333,3.3333,21691.75,1,16,2,0.9108,0,1,LOW,1,1,0,0,18,6,0,0,TRAIN,SYNTHETIC
CASE-00569,CMP-100569,1,1,DELAYED,9,1,0.375,0.6429,14105.89,1,18,2,0.8252,0,1,LOW,1,1,0,0,7,0,0,0,TRAIN,SYNTHETIC
CASE-00570,CMP-100570,1,0,MULTI_CANDIDATE,8,0,0.3333,8,10201.13,0,16,1,1,0,1,MEDIUM,1,1,0,0,18,6,0,,TRAIN,SYNTHETIC
CASE-00571,CMP-100571,0,0,NORMAL,8,0,0.3333,8,11416.5,0,16,1,,0,1,LOW,1,1,0,0,19,6,0,,TRAIN,SYNTHETIC
CASE-00572,CMP-100572,1,1,MULTI_HOP,11,2,0.4583,11,16112.73,2,21,3,0.7113,0,1,HIGH,1,1,0,0,20,6,0,24,TRAIN,SYNTHETIC
CASE-00573,CMP-100573,0,0,NORMAL,6,0,0.25,6,13414,0,12,1,,0,1,LOW,1,1,0,0,21,6,0,,TRAIN,SYNTHETIC
CASE-00574,CMP-100574,1,1,DELAYED,8,1,0.3333,0.4,23461.5,1,16,2,0.8939,0,1,LOW,1,1,0,0,18,0,0,0,VALIDATION,SYNTHETIC
CASE-00575,CMP-100575,0,0,NORMAL,6,0,0.25,6,9892.33,0,12,1,,0,1,MEDIUM,1,1,0,0,23,6,0,,VALIDATION,SYNTHETIC
CASE-00576,CMP-100576,0,0,NORMAL,6,0,0.25,6,11637,0,12,1,,0,1,LOW,1,1,0,0,0,0,0,,VALIDATION,SYNTHETIC
CASE-00577,CMP-100577,0,0,NORMAL,6,0,0.25,6,12756,1,12,2,,0,1,LOW,1,1,0,0,1,0,0,,TEST,SYNTHETIC
CASE-00578,CMP-100578,0,0,NORMAL,7,0,0.2917,7,8108.14,0,14,1,,0,1,LOW,1,1,0,0,2,0,0,,TEST,SYNTHETIC
CASE-00579,CMP-100579,1,1,DELAYED,10,1,0.4167,0.5263,15131.9,1,20,2,0.9018,0,1,LOW,1,1,0,0,22,0,0,0,TEST,SYNTHETIC
CASE-00580,CMP-100580,1,1,MULTI_CANDIDATE,9,0,0.375,9,10607.67,0,18,1,1,0,1,MEDIUM,1,1,0,0,4,0,0,,TRAIN,SYNTHETIC
CASE-00581,CMP-100581,1,1,RAPID,11,1,0.4583,11,12860.55,1,22,2,0.8821,1,1,LOW,1,1,0,0,5,0,0,0,TRAIN,SYNTHETIC
CASE-00582,CMP-100582,1,1,MULTI_HOP,9,3,0.375,1.6314,22545.67,3,16,4,0.6425,0,1,LOW,1,1,0,0,11,0,0,207,TRAIN,SYNTHETIC
CASE-00583,CMP-100583,1,1,PROXIMITY,11,1,0.4583,11,14311.82,1,22,2,0.8838,0,1,HIGH,1,1,0,0,7,0,0,0,TRAIN,SYNTHETIC
CASE-00584,CMP-100584,0,0,NORMAL,9,0,0.375,9,15250.67,0,18,1,,0,1,LOW,1,1,0,0,8,0,0,,TRAIN,SYNTHETIC
CASE-00585,CMP-100585,1,1,MULTI_CANDIDATE,10,1,0.4167,5.6075,18790.8,1,20,2,0.92,0,1,MEDIUM,1,1,0,0,10,0,0,0,TRAIN,SYNTHETIC
CASE-00586,CMP-100586,1,1,RAPID,11,1,0.4583,11,10836.91,1,22,2,0.8998,1,1,LOW,1,1,0,0,10,0,0,0,TRAIN,SYNTHETIC
CASE-00587,CMP-100587,1,1,MULTI_HOP,10,2,0.4167,6.3158,15778.2,2,19,3,0.7504,0,1,LOW,1,1,0,0,12,0,0,63,TRAIN,SYNTHETIC
CASE-00588,CMP-100588,1,1,PROXIMITY,10,1,0.4167,10,14682.8,1,20,2,0.9242,0,1,LOW,1,1,0,0,12,0,0,0,TRAIN,SYNTHETIC
CASE-00589,CMP-100589,1,1,DELAYED,8,1,0.3333,0.2222,13884.88,1,16,2,0.91,0,1,LOW,1,1,0,0,1,2,0,0,TRAIN,SYNTHETIC
CASE-00590,CMP-100590,1,1,MULTI_CANDIDATE,11,1,0.4583,11,12396.64,1,22,2,0.8354,0,1,MEDIUM,1,1,0,0,14,0,0,0,TRAIN,SYNTHETIC
CASE-00591,CMP-100591,1,1,RAPID,11,1,0.4583,11,13868.09,1,22,2,0.896,1,1,LOW,1,1,0,0,15,0,0,0,TRAIN,SYNTHETIC
CASE-00592,CMP-100592,0,0,NORMAL,6,0,0.25,6,9756.5,1,12,2,,0,1,LOW,1,1,0,0,16,0,0,,TRAIN,SYNTHETIC
CASE-00593,CMP-100593,0,0,NORMAL,8,0,0.3333,8,11445.88,1,16,2,,0,1,LOW,1,1,0,0,17,0,0,,TRAIN,SYNTHETIC
CASE-00594,CMP-100594,1,1,DELAYED,7,1,0.2917,0.7778,13253.29,1,14,2,0.9307,0,1,HIGH,1,1,0,0,3,1,0,0,VALIDATION,SYNTHETIC
CASE-00595,CMP-100595,0,0,NORMAL,8,0,0.3333,8,8812.13,1,16,2,,0,1,MEDIUM,1,1,0,0,19,0,0,,VALIDATION,SYNTHETIC
CASE-00596,CMP-100596,0,0,NORMAL,9,0,0.375,9,15464.67,1,18,2,,0,1,LOW,1,1,0,0,20,0,0,,VALIDATION,SYNTHETIC
CASE-00597,CMP-100597,1,1,MULTI_HOP,11,2,0.4583,6.7347,15933.18,2,21,3,0.7497,0,1,LOW,1,1,0,0,22,0,0,78,TEST,SYNTHETIC
CASE-00598,CMP-100598,1,1,PROXIMITY,7,1,0.2917,5.8333,12703.71,1,14,2,0.9364,0,1,LOW,1,1,0,0,23,0,0,0,TEST,SYNTHETIC
CASE-00599,CMP-100599,1,1,DELAYED,7,1,0.2917,0.4667,13132.14,1,14,2,0.8388,0,1,LOW,1,1,0,0,14,1,0,0,TEST,SYNTHETIC
CASE-00600,CMP-100600,0,0,NORMAL,9,0,0.375,9,10261.11,1,18,2,,0,1,MEDIUM,1,1,0,0,0,1,0,,TRAIN,SYNTHETIC
