case_id,candidate_atm_id,distance_from_last_activity,distance_from_previous_withdrawal,regional_match,time_compatibility,historical_area_score,is_actual_withdrawal,split,source_type
CASE-00488,ATM-020,2.69,2.15,1,0.888,0.127,0,TRAIN,SYNTHETIC
CASE-00488,ATM-086,2.9,3.35,1,0.849,0.559,0,TRAIN,SYNTHETIC
CASE-00488,ATM-032,3.44,3.07,1,0.77,0.752,0,TRAIN,SYNTHETIC
CASE-00488,ATM-074,4.87,2.93,1,0.968,0.102,0,TRAIN,SYNTHETIC
CASE-00488,ATM-116,5.43,4.67,1,0.965,0.545,0,TRAIN,SYNTHETIC
CASE-00488,ATM-110,6.49,7.11,1,0.803,0.326,0,TRAIN,SYNTHETIC
CASE-00488,ATM-080,6.52,7.87,1,0.67,0.257,0,TRAIN,SYNTHETIC
CASE-00488,ATM-057,504.9,670.18,0,0.695,0.221,1,TRAIN,SYNTHETIC
CASE-00489,ATM-099,4.13,3.45,1,0.999,0.182,0,TRAIN,SYNTHETIC
CASE-00489,ATM-075,4.56,2.95,1,0.743,0.253,0,TRAIN,SYNTHETIC
CASE-00489,ATM-009,5.24,4.96,1,0.856,0.934,0,TRAIN,SYNTHETIC
CASE-00489,ATM-105,5.66,6.59,1,0.861,0.259,0,TRAIN,SYNTHETIC
CASE-00489,ATM-027,6.31,3.61,1,0.919,0.222,0,TRAIN,SYNTHETIC
CASE-00489,ATM-021,7.1,6.13,1,0.779,0.219,0,TRAIN,SYNTHETIC
CASE-00489,ATM-081,7.72,4.92,1,0.927,0.143,0,TRAIN,SYNTHETIC
CASE-00489,ATM-003,7.98,7.35,1,0.774,0.323,0,TRAIN,SYNTHETIC
CASE-00490,ATM-046,1.99,2.53,1,0.833,0.139,0,TRAIN,SYNTHETIC
CASE-00490,ATM-040,2.48,3.55,1,0.816,0.823,0,TRAIN,SYNTHETIC
CASE-00490,ATM-064,2.56,2.58,1,0.762,0.692,0,TRAIN,SYNTHETIC
CASE-00490,ATM-094,2.91,2.7,1,0.979,0.291,0,TRAIN,SYNTHETIC
CASE-00490,ATM-112,5.05,4.15,1,0.639,0.202,0,TRAIN,SYNTHETIC
CASE-00490,ATM-004,6.3,4.37,1,0.863,0.788,0,TRAIN,SYNTHETIC
CASE-00490,ATM-088,7.76,8.85,1,0.936,0.21,0,TRAIN,SYNTHETIC
CASE-00490,ATM-058,8.21,8.17,1,0.784,0.882,0,TRAIN,SYNTHETIC
CASE-00491,ATM-119,1.38,0.92,1,0.946,0.217,0,TRAIN,SYNTHETIC
CASE-00491,ATM-077,2.57,1.75,1,0.586,0.781,0,TRAIN,SYNTHETIC
CASE-00491,ATM-041,4.57,5.07,1,0.578,0.289,0,TRAIN,SYNTHETIC
CASE-00491,ATM-053,6.91,5.53,1,0.979,0.379,0,TRAIN,SYNTHETIC
CASE-00491,ATM-017,7.17,4.4,1,0.851,0.124,0,TRAIN,SYNTHETIC
CASE-00491,ATM-101,8.31,4.92,1,0.459,0.801,0,TRAIN,SYNTHETIC
CASE-00491,ATM-059,8.94,7.47,1,0.932,0.429,0,TRAIN,SYNTHETIC
CASE-00491,ATM-005,8.96,8.1,1,0.675,0.291,0,TRAIN,SYNTHETIC
CASE-00492,ATM-120,1.22,1.12,1,0.847,0.837,0,TRAIN,SYNTHETIC
CASE-00492,ATM-078,2.38,2.38,1,0.47,0.547,0,TRAIN,SYNTHETIC
CASE-00492,ATM-018,4.57,3.42,1,0.773,0.524,0,TRAIN,SYNTHETIC
CASE-00492,ATM-072,5.09,6.61,1,0.875,0.177,0,TRAIN,SYNTHETIC
CASE-00492,ATM-048,6.51,8.39,1,0.562,0.614,0,TRAIN,SYNTHETIC
CASE-00492,ATM-042,6.91,5.15,1,0.505,0.872,0,TRAIN,SYNTHETIC
CASE-00492,ATM-024,6.94,7.86,1,0.584,0.384,0,TRAIN,SYNTHETIC
CASE-00492,ATM-066,7.01,9.98,1,0.598,0.176,0,TRAIN,SYNTHETIC
CASE-00493,ATM-001,2.76,3.8,1,0.525,0.073,0,TRAIN,SYNTHETIC
CASE-00493,ATM-073,3.01,3.42,1,0.765,0.898,0,TRAIN,SYNTHETIC
CASE-00493,ATM-103,4.3,3.01,1,0.818,0.564,0,TRAIN,SYNTHETIC
CASE-00493,ATM-043,5.15,2.9,1,0.862,0.358,0,TRAIN,SYNTHETIC
CASE-00493,ATM-115,5.3,5.56,1,0.596,0.147,0,TRAIN,SYNTHETIC
CASE-00493,ATM-085,7.22,6.18,1,0.504,0.956,0,TRAIN,SYNTHETIC
CASE-00493,ATM-025,7.23,7.23,1,0.642,0.261,0,TRAIN,SYNTHETIC
CASE-00493,ATM-092,287.89,253.68,0,0.834,0.702,1,TRAIN,SYNTHETIC
CASE-00494,ATM-020,2.69,3.48,1,0.818,0.041,0,VALIDATION,SYNTHETIC
CASE-00494,ATM-086,2.9,3.11,1,0.563,0.247,0,VALIDATION,SYNTHETIC
CASE-00494,ATM-032,3.44,3.22,1,0.941,0.752,0,VALIDATION,SYNTHETIC
CASE-00494,ATM-074,4.87,5.04,1,0.653,0.22,0,VALIDATION,SYNTHETIC
CASE-00494,ATM-116,5.43,5.39,1,0.764,0.222,0,VALIDATION,SYNTHETIC
CASE-00494,ATM-110,6.49,5.53,1,0.959,0.71,0,VALIDATION,SYNTHETIC
CASE-00494,ATM-080,6.52,8.08,1,0.91,0.303,0,VALIDATION,SYNTHETIC
CASE-00494,ATM-003,492.31,556.86,0,0.807,0.014,1,VALIDATION,SYNTHETIC
CASE-00495,ATM-099,4.13,5.83,1,0.681,0.545,0,VALIDATION,SYNTHETIC
CASE-00495,ATM-075,4.56,2.55,1,0.685,0.862,0,VALIDATION,SYNTHETIC
CASE-00495,ATM-009,5.24,4.88,1,0.65,0.021,0,VALIDATION,SYNTHETIC
CASE-00495,ATM-105,5.66,8.19,1,0.503,0.071,0,VALIDATION,SYNTHETIC
CASE-00495,ATM-027,6.31,3.51,1,0.8,0.463,0,VALIDATION,SYNTHETIC
CASE-00495,ATM-021,7.1,6.31,1,0.95,0.618,0,VALIDATION,SYNTHETIC
CASE-00495,ATM-081,7.72,6.48,1,0.545,0.065,0,VALIDATION,SYNTHETIC
CASE-00495,ATM-003,7.98,7.26,1,0.924,0.02,0,VALIDATION,SYNTHETIC
CASE-00496,ATM-046,1.99,2.61,1,0.761,0.494,0,VALIDATION,SYNTHETIC
CASE-00496,ATM-040,2.48,1.8,1,0.943,0.3,0,VALIDATION,SYNTHETIC
CASE-00496,ATM-064,2.56,1.82,1,0.611,0.829,0,VALIDATION,SYNTHETIC
CASE-00496,ATM-094,2.91,2.52,1,0.688,0.665,0,VALIDATION,SYNTHETIC
CASE-00496,ATM-112,5.05,6.11,1,0.644,0.625,0,VALIDATION,SYNTHETIC
CASE-00496,ATM-004,6.3,7.42,1,0.734,0.353,0,VALIDATION,SYNTHETIC
CASE-00496,ATM-088,7.76,8.68,1,0.992,0.457,0,VALIDATION,SYNTHETIC
CASE-00496,ATM-058,8.21,9.72,1,0.486,0.891,0,VALIDATION,SYNTHETIC
CASE-00497,ATM-119,1.38,1.82,1,0.932,0.364,0,TEST,SYNTHETIC
CASE-00497,ATM-077,2.57,2.14,1,0.943,0.603,0,TEST,SYNTHETIC
CASE-00497,ATM-041,4.57,6.11,1,0.96,0.707,0,TEST,SYNTHETIC
CASE-00497,ATM-053,6.91,5.36,1,0.799,0.579,0,TEST,SYNTHETIC
CASE-00497,ATM-017,7.17,6.97,1,0.545,0.464,0,TEST,SYNTHETIC
CASE-00497,ATM-101,8.31,5.75,1,0.612,0.013,0,TEST,SYNTHETIC
CASE-00497,ATM-059,8.94,7.44,1,0.922,0.056,0,TEST,SYNTHETIC
CASE-00497,ATM-001,911.79,713.37,0,0.977,0.968,1,TEST,SYNTHETIC
CASE-00498,ATM-120,1.22,0.82,1,0.995,0.488,0,TEST,SYNTHETIC
CASE-00498,ATM-078,2.38,3.24,1,0.634,0.1,0,TEST,SYNTHETIC
CASE-00498,ATM-018,4.57,4.76,1,0.945,0.955,0,TEST,SYNTHETIC
CASE-00498,ATM-072,5.09,5.25,1,0.85,0.487,0,TEST,SYNTHETIC
CASE-00498,ATM-048,6.51,6.4,1,0.52,0.75,0,TEST,SYNTHETIC
CASE-00498,ATM-042,6.91,5.29,1,0.522,0.248,0,TEST,SYNTHETIC
CASE-00498,ATM-024,6.94,9.4,1,0.464,0.395,0,TEST,SYNTHETIC
CASE-00498,ATM-007,377.37,509.36,0,0.792,0.175,1,TEST,SYNTHETIC
CASE-00499,ATM-001,2.76,2.08,1,0.945,0.239,0,TEST,SYNTHETIC
CASE-00499,ATM-073,3.01,2.94,1,0.734,0.168,0,TEST,SYNTHETIC
CASE-00499,ATM-103,4.3,5.08,1,0.577,0.845,0,TEST,SYNTHETIC
CASE-00499,ATM-043,5.15,4.76,1,0.564,0.137,0,TEST,SYNTHETIC
CASE-00499,ATM-115,5.3,3.65,1,0.637,0.792,0,TEST,SYNTHETIC
CASE-00499,ATM-085,7.22,5.76,1,0.502,0.659,0,TEST,SYNTHETIC
CASE-00499,ATM-025,7.23,8.72,1,0.852,0.02,0,TEST,SYNTHETIC
CASE-00499,ATM-067,7.39,6.65,1,0.967,0.238,0,TEST,SYNTHETIC
CASE-00500,ATM-020,2.69,2.01,1,0.606,0.14,0,TRAIN,SYNTHETIC
CASE-00500,ATM-086,2.9,2.38,1,0.863,0.089,0,TRAIN,SYNTHETIC
CASE-00500,ATM-032,3.44,3.52,1,0.785,0.978,0,TRAIN,SYNTHETIC
CASE-00500,ATM-074,4.87,5.09,1,0.877,0.732,0,TRAIN,SYNTHETIC
CASE-00500,ATM-116,5.43,5.35,1,0.603,0.511,0,TRAIN,SYNTHETIC
CASE-00500,ATM-110,6.49,6.25,1,0.615,0.223,0,TRAIN,SYNTHETIC
CASE-00500,ATM-080,6.52,7.79,1,0.603,0.078,0,TRAIN,SYNTHETIC
CASE-00500,ATM-008,7.41,5.26,1,0.6,0.196,0,TRAIN,SYNTHETIC
CASE-00501,ATM-099,4.13,5.15,1,0.828,0.961,0,TRAIN,SYNTHETIC
CASE-00501,ATM-075,4.56,6.42,1,0.725,0.276,0,TRAIN,SYNTHETIC
CASE-00501,ATM-009,5.24,5.6,1,0.938,0.697,0,TRAIN,SYNTHETIC
CASE-00501,ATM-105,5.66,7.63,1,0.483,0.488,0,TRAIN,SYNTHETIC
CASE-00501,ATM-027,6.31,4.82,1,0.539,0.727,0,TRAIN,SYNTHETIC
CASE-00501,ATM-021,7.1,5.37,1,0.988,0.951,0,TRAIN,SYNTHETIC
CASE-00501,ATM-081,7.72,7.1,1,0.937,0.407,0,TRAIN,SYNTHETIC
CASE-00501,ATM-077,503.23,502.76,0,0.754,0.508,1,TRAIN,SYNTHETIC
CASE-00502,ATM-046,1.99,2.35,1,0.975,0.128,0,TRAIN,SYNTHETIC
CASE-00502,ATM-040,2.48,3.16,1,0.475,0.109,0,TRAIN,SYNTHETIC
CASE-00502,ATM-064,2.56,2.29,1,0.885,0.332,0,TRAIN,SYNTHETIC
CASE-00502,ATM-094,2.91,4.21,1,0.837,0.631,0,TRAIN,SYNTHETIC
CASE-00502,ATM-112,5.05,7.31,1,0.792,0.496,0,TRAIN,SYNTHETIC
CASE-00502,ATM-004,6.3,8.45,1,0.991,0.83,0,TRAIN,SYNTHETIC
CASE-00502,ATM-088,7.76,5.39,1,0.608,0.472,0,TRAIN,SYNTHETIC
CASE-00502,ATM-058,8.21,6.23,1,0.645,0.809,0,TRAIN,SYNTHETIC
CASE-00503,ATM-119,1.38,1.45,1,0.626,0.587,0,TRAIN,SYNTHETIC
CASE-00503,ATM-077,2.57,1.93,1,0.628,0.922,0,TRAIN,SYNTHETIC
CASE-00503,ATM-041,4.57,3.13,1,0.635,0.861,0,TRAIN,SYNTHETIC
CASE-00503,ATM-053,6.91,9.09,1,0.536,0.352,0,TRAIN,SYNTHETIC
CASE-00503,ATM-017,7.17,6.04,1,0.525,0.9,0,TRAIN,SYNTHETIC
CASE-00503,ATM-101,8.31,11.68,1,0.904,0.024,0,TRAIN,SYNTHETIC
CASE-00503,ATM-059,8.94,11.16,1,0.708,0.714,0,TRAIN,SYNTHETIC
CASE-00503,ATM-042,760.57,424.7,0,0.833,0.554,1,TRAIN,SYNTHETIC
CASE-00504,ATM-120,1.22,0.78,1,0.646,0.687,0,TRAIN,SYNTHETIC
CASE-00504,ATM-078,2.38,2.31,1,0.895,0.128,0,TRAIN,SYNTHETIC
CASE-00504,ATM-018,4.57,5.68,1,0.884,0.022,0,TRAIN,SYNTHETIC
CASE-00504,ATM-072,5.09,7.04,1,0.782,0.507,0,TRAIN,SYNTHETIC
CASE-00504,ATM-048,6.51,4.54,1,0.508,0.858,0,TRAIN,SYNTHETIC
CASE-00504,ATM-042,6.91,9.24,1,0.892,0.681,0,TRAIN,SYNTHETIC
CASE-00504,ATM-024,6.94,7.32,1,0.617,0.662,0,TRAIN,SYNTHETIC
CASE-00504,ATM-105,254.76,297.37,0,0.824,0.484,1,TRAIN,SYNTHETIC
CASE-00505,ATM-001,2.76,2.82,1,0.48,0.047,0,TRAIN,SYNTHETIC
CASE-00505,ATM-073,3.01,3.11,1,0.833,0.017,0,TRAIN,SYNTHETIC
CASE-00505,ATM-103,4.3,2.95,1,0.884,0.198,0,TRAIN,SYNTHETIC
CASE-00505,ATM-043,5.15,6.1,1,0.577,0.784,0,TRAIN,SYNTHETIC
CASE-00505,ATM-115,5.3,4.95,1,0.507,0.984,0,TRAIN,SYNTHETIC
CASE-00505,ATM-085,7.22,9.71,1,0.474,0.844,0,TRAIN,SYNTHETIC
CASE-00505,ATM-025,7.23,5.44,1,0.532,0.218,0,TRAIN,SYNTHETIC
CASE-00505,ATM-067,7.39,5.78,1,0.687,0.123,0,TRAIN,SYNTHETIC
CASE-00506,ATM-020,2.69,2.66,1,0.914,0.84,0,TRAIN,SYNTHETIC
CASE-00506,ATM-086,2.9,3.91,1,0.972,0.397,0,TRAIN,SYNTHETIC
CASE-00506,ATM-032,3.44,2.04,1,0.76,0.62,0,TRAIN,SYNTHETIC
CASE-00506,ATM-074,4.87,5.69,1,0.653,0.326,0,TRAIN,SYNTHETIC
CASE-00506,ATM-116,5.43,6.95,1,0.455,0.157,0,TRAIN,SYNTHETIC
CASE-00506,ATM-110,6.49,7.11,1,0.454,0.759,0,TRAIN,SYNTHETIC
CASE-00506,ATM-080,6.52,6.85,1,0.532,0.037,0,TRAIN,SYNTHETIC
CASE-00506,ATM-008,7.41,6.6,1,0.687,0.312,0,TRAIN,SYNTHETIC
CASE-00507,ATM-099,4.13,4.3,1,0.998,0.917,0,TRAIN,SYNTHETIC
CASE-00507,ATM-075,4.56,6.47,1,0.903,0.074,0,TRAIN,SYNTHETIC
CASE-00507,ATM-009,5.24,7.03,1,0.629,0.471,0,TRAIN,SYNTHETIC
CASE-00507,ATM-105,5.66,3.97,1,0.563,0.98,0,TRAIN,SYNTHETIC
CASE-00507,ATM-027,6.31,8.49,1,0.662,0.494,0,TRAIN,SYNTHETIC
CASE-00507,ATM-021,7.1,5.38,1,0.459,0.876,0,TRAIN,SYNTHETIC
CASE-00507,ATM-081,7.72,11.04,1,0.812,0.106,0,TRAIN,SYNTHETIC
CASE-00507,ATM-063,12.08,15.24,1,0.846,0.188,1,TRAIN,SYNTHETIC
CASE-00508,ATM-046,1.99,1.8,1,0.936,0.32,0,TRAIN,SYNTHETIC
CASE-00508,ATM-040,2.48,2.79,1,0.853,0.131,0,TRAIN,SYNTHETIC
CASE-00508,ATM-064,2.56,3.19,1,0.877,0.502,0,TRAIN,SYNTHETIC
CASE-00508,ATM-094,2.91,2.51,1,0.556,0.923,0,TRAIN,SYNTHETIC
CASE-00508,ATM-112,5.05,5.05,1,0.627,0.089,0,TRAIN,SYNTHETIC
CASE-00508,ATM-004,6.3,7.39,1,0.483,0.141,0,TRAIN,SYNTHETIC
CASE-00508,ATM-088,7.76,5.09,1,0.713,0.175,0,TRAIN,SYNTHETIC
CASE-00508,ATM-058,8.21,6.59,1,0.493,0.286,0,TRAIN,SYNTHETIC
CASE-00509,ATM-119,1.38,1.24,1,0.905,0.232,0,TRAIN,SYNTHETIC
CASE-00509,ATM-077,2.57,3.56,1,0.675,0.179,0,TRAIN,SYNTHETIC
CASE-00509,ATM-041,4.57,3.31,1,0.769,0.689,0,TRAIN,SYNTHETIC
CASE-00509,ATM-053,6.91,7.6,1,0.71,0.169,0,TRAIN,SYNTHETIC
CASE-00509,ATM-017,7.17,9.73,1,0.533,0.103,0,TRAIN,SYNTHETIC
CASE-00509,ATM-101,8.31,10.62,1,0.749,0.036,0,TRAIN,SYNTHETIC
CASE-00509,ATM-059,8.94,10.28,1,0.651,0.678,0,TRAIN,SYNTHETIC
CASE-00509,ATM-075,502.72,444.4,0,0.565,0.886,1,TRAIN,SYNTHETIC
CASE-00510,ATM-120,1.22,1.33,1,0.463,0.7,0,TRAIN,SYNTHETIC
CASE-00510,ATM-078,2.38,1.49,1,0.505,0.421,0,TRAIN,SYNTHETIC
CASE-00510,ATM-018,4.57,4.32,1,0.821,0.475,0,TRAIN,SYNTHETIC
CASE-00510,ATM-072,5.09,7.09,1,0.993,0.404,0,TRAIN,SYNTHETIC
CASE-00510,ATM-048,6.51,5.13,1,0.858,0.674,0,TRAIN,SYNTHETIC
CASE-00510,ATM-042,6.91,6.79,1,0.974,0.715,0,TRAIN,SYNTHETIC
CASE-00510,ATM-024,6.94,6.41,1,0.98,0.572,0,TRAIN,SYNTHETIC
CASE-00510,ATM-077,751.59,790.47,0,0.798,0.929,1,TRAIN,SYNTHETIC
CASE-00511,ATM-001,2.76,1.79,1,0.547,0.567,0,TRAIN,SYNTHETIC
CASE-00511,ATM-073,3.01,2.02,1,0.949,0.266,0,TRAIN,SYNTHETIC
CASE-00511,ATM-103,4.3,3.09,1,0.5,0.271,0,TRAIN,SYNTHETIC
CASE-00511,ATM-043,5.15,4.16,1,0.959,0.622,0,TRAIN,SYNTHETIC
CASE-00511,ATM-115,5.3,5.22,1,0.475,0.674,0,TRAIN,SYNTHETIC
CASE-00511,ATM-085,7.22,8.56,1,0.761,0.714,0,TRAIN,SYNTHETIC
CASE-00511,ATM-025,7.23,8.01,1,0.871,0.881,0,TRAIN,SYNTHETIC
CASE-00511,ATM-067,7.39,10.44,1,0.947,0.242,0,TRAIN,SYNTHETIC
CASE-00512,ATM-020,2.69,2.89,1,0.86,0.737,0,TRAIN,SYNTHETIC
CASE-00512,ATM-086,2.9,3.59,1,0.761,0.04,0,TRAIN,SYNTHETIC
CASE-00512,ATM-032,3.44,4.89,1,0.633,0.489,0,TRAIN,SYNTHETIC
CASE-00512,ATM-074,4.87,5.26,1,0.465,0.462,0,TRAIN,SYNTHETIC
CASE-00512,ATM-116,5.43,5.7,1,0.91,0.036,0,TRAIN,SYNTHETIC
CASE-00512,ATM-110,6.49,5.02,1,0.963,0.489,0,TRAIN,SYNTHETIC
CASE-00512,ATM-080,6.52,5.81,1,0.675,0.659,0,TRAIN,SYNTHETIC
CASE-00512,ATM-008,7.41,8.47,1,0.66,0.84,0,TRAIN,SYNTHETIC
CASE-00513,ATM-099,4.13,3.24,1,0.955,0.521,0,TRAIN,SYNTHETIC
CASE-00513,ATM-075,4.56,6.15,1,0.595,0.667,0,TRAIN,SYNTHETIC
CASE-00513,ATM-009,5.24,5.75,1,0.952,0.431,0,TRAIN,SYNTHETIC
CASE-00513,ATM-105,5.66,4.09,1,0.745,0.877,0,TRAIN,SYNTHETIC
CASE-00513,ATM-027,6.31,6.13,1,0.866,0.983,0,TRAIN,SYNTHETIC
CASE-00513,ATM-021,7.1,10.29,1,0.871,0.024,0,TRAIN,SYNTHETIC
CASE-00513,ATM-081,7.72,7.03,1,0.974,0.134,0,TRAIN,SYNTHETIC
CASE-00513,ATM-003,7.98,5.99,1,0.503,0.176,0,TRAIN,SYNTHETIC
CASE-00514,ATM-046,1.99,1.13,1,0.728,0.682,0,VALIDATION,SYNTHETIC
CASE-00514,ATM-040,2.48,1.92,1,0.779,0.522,0,VALIDATION,SYNTHETIC
CASE-00514,ATM-064,2.56,3.11,1,0.786,0.077,0,VALIDATION,SYNTHETIC
CASE-00514,ATM-094,2.91,3.8,1,0.516,0.726,0,VALIDATION,SYNTHETIC
CASE-00514,ATM-112,5.05,6.28,1,0.986,0.339,0,VALIDATION,SYNTHETIC
CASE-00514,ATM-004,6.3,8.47,1,0.588,0.31,0,VALIDATION,SYNTHETIC
CASE-00514,ATM-088,7.76,7.18,1,0.902,0.035,0,VALIDATION,SYNTHETIC
CASE-00514,ATM-051,732.81,633.95,0,0.488,0.114,1,VALIDATION,SYNTHETIC
CASE-00515,ATM-119,1.38,1.33,1,0.744,0.274,0,VALIDATION,SYNTHETIC
CASE-00515,ATM-077,2.57,1.94,1,0.996,0.506,0,VALIDATION,SYNTHETIC
CASE-00515,ATM-041,4.57,3.48,1,0.831,0.649,0,VALIDATION,SYNTHETIC
CASE-00515,ATM-053,6.91,5.38,1,0.756,0.92,0,VALIDATION,SYNTHETIC
CASE-00515,ATM-017,7.17,7.57,1,0.879,0.501,0,VALIDATION,SYNTHETIC
CASE-00515,ATM-101,8.31,10,1,0.936,0.527,0,VALIDATION,SYNTHETIC
CASE-00515,ATM-059,8.94,11.41,1,0.536,0.339,0,VALIDATION,SYNTHETIC
CASE-00515,ATM-005,8.96,9.21,1,0.58,0.96,0,VALIDATION,SYNTHETIC
CASE-00516,ATM-120,1.22,1.04,1,0.968,0.634,0,VALIDATION,SYNTHETIC
CASE-00516,ATM-078,2.38,3.17,1,0.897,0.222,0,VALIDATION,SYNTHETIC
CASE-00516,ATM-018,4.57,5.54,1,0.928,0.833,0,VALIDATION,SYNTHETIC
CASE-00516,ATM-072,5.09,4.23,1,0.525,0.785,0,VALIDATION,SYNTHETIC
CASE-00516,ATM-048,6.51,4.09,1,0.804,0.47,0,VALIDATION,SYNTHETIC
CASE-00516,ATM-042,6.91,9.45,1,0.601,0.446,0,VALIDATION,SYNTHETIC
CASE-00516,ATM-024,6.94,4.68,1,0.91,0.654,0,VALIDATION,SYNTHETIC
CASE-00516,ATM-088,723.4,469.09,0,0.588,0.389,1,VALIDATION,SYNTHETIC
CASE-00517,ATM-001,2.76,3.12,1,0.708,0.438,0,TEST,SYNTHETIC
CASE-00517,ATM-073,3.01,2.91,1,0.47,0.502,0,TEST,SYNTHETIC
CASE-00517,ATM-103,4.3,5.26,1,0.597,0.496,0,TEST,SYNTHETIC
CASE-00517,ATM-043,5.15,7.25,1,0.596,0.673,0,TEST,SYNTHETIC
CASE-00517,ATM-115,5.3,3.5,1,0.845,0.109,0,TEST,SYNTHETIC
CASE-00517,ATM-085,7.22,10.42,1,0.789,0.466,0,TEST,SYNTHETIC
CASE-00517,ATM-025,7.23,10.07,1,0.544,0.86,0,TEST,SYNTHETIC
CASE-00517,ATM-107,905.57,832.7,0,0.764,0.939,1,TEST,SYNTHETIC
CASE-00518,ATM-020,2.69,3.19,1,0.795,0.634,0,TEST,SYNTHETIC
CASE-00518,ATM-086,2.9,4.13,1,0.888,0.693,0,TEST,SYNTHETIC
CASE-00518,ATM-032,3.44,4.3,1,0.554,0.838,0,TEST,SYNTHETIC
CASE-00518,ATM-074,4.87,5.82,1,0.587,0.185,0,TEST,SYNTHETIC
CASE-00518,ATM-116,5.43,3.69,1,0.713,0.231,0,TEST,SYNTHETIC
CASE-00518,ATM-110,6.49,6.44,1,0.831,0.21,0,TEST,SYNTHETIC
CASE-00518,ATM-080,6.52,4.04,1,0.939,0.536,0,TEST,SYNTHETIC
CASE-00518,ATM-008,7.41,7.57,1,0.813,0.13,0,TEST,SYNTHETIC
CASE-00519,ATM-099,4.13,3.49,1,0.972,0.531,0,TEST,SYNTHETIC
CASE-00519,ATM-075,4.56,3.19,1,0.754,0.444,0,TEST,SYNTHETIC
CASE-00519,ATM-009,5.24,4.26,1,0.822,0.251,0,TEST,SYNTHETIC
CASE-00519,ATM-105,5.66,7.04,1,0.906,0.244,0,TEST,SYNTHETIC
CASE-00519,ATM-027,6.31,3.66,1,0.56,0.223,0,TEST,SYNTHETIC
CASE-00519,ATM-021,7.1,7.83,1,0.648,0.712,0,TEST,SYNTHETIC
CASE-00519,ATM-081,7.72,6.22,1,0.724,0.437,0,TEST,SYNTHETIC
CASE-00519,ATM-003,7.98,8.41,1,0.598,0.183,0,TEST,SYNTHETIC
CASE-00520,ATM-046,1.99,2.47,1,0.628,0.51,0,TRAIN,SYNTHETIC
CASE-00520,ATM-040,2.48,1.62,1,0.857,0.025,0,TRAIN,SYNTHETIC
CASE-00520,ATM-064,2.56,3.57,1,0.938,0.934,0,TRAIN,SYNTHETIC
CASE-00520,ATM-094,2.91,3.99,1,0.642,0.439,0,TRAIN,SYNTHETIC
CASE-00520,ATM-112,5.05,6.61,1,0.904,0.119,0,TRAIN,SYNTHETIC
CASE-00520,ATM-004,6.3,4.44,1,0.983,0.352,0,TRAIN,SYNTHETIC
CASE-00520,ATM-088,7.76,6.98,1,0.917,0.305,0,TRAIN,SYNTHETIC
CASE-00520,ATM-058,8.21,9.67,1,0.957,0.598,0,TRAIN,SYNTHETIC
CASE-00521,ATM-119,1.38,0.77,1,0.974,0.465,0,TRAIN,SYNTHETIC
CASE-00521,ATM-077,2.57,2.72,1,0.505,0.078,0,TRAIN,SYNTHETIC
CASE-00521,ATM-041,4.57,6.26,1,0.657,0.763,0,TRAIN,SYNTHETIC
CASE-00521,ATM-053,6.91,4.66,1,0.817,0.966,0,TRAIN,SYNTHETIC
CASE-00521,ATM-017,7.17,4.48,1,0.945,0.527,0,TRAIN,SYNTHETIC
CASE-00521,ATM-101,8.31,8.03,1,0.487,0.443,0,TRAIN,SYNTHETIC
CASE-00521,ATM-059,8.94,12.92,1,0.886,0.316,0,TRAIN,SYNTHETIC
CASE-00521,ATM-028,884.99,916.87,0,0.509,0.86,1,TRAIN,SYNTHETIC
CASE-00522,ATM-120,1.22,0.68,1,0.596,0.491,0,TRAIN,SYNTHETIC
CASE-00522,ATM-078,2.38,1.39,1,0.659,0.486,0,TRAIN,SYNTHETIC
CASE-00522,ATM-018,4.57,4.42,1,0.615,0.601,0,TRAIN,SYNTHETIC
CASE-00522,ATM-072,5.09,3.95,1,0.795,0.042,0,TRAIN,SYNTHETIC
CASE-00522,ATM-048,6.51,7.29,1,0.517,0.239,0,TRAIN,SYNTHETIC
CASE-00522,ATM-042,6.91,5.28,1,0.776,0.584,0,TRAIN,SYNTHETIC
CASE-00522,ATM-024,6.94,4.69,1,0.597,0.916,0,TRAIN,SYNTHETIC
CASE-00522,ATM-066,7.01,8.43,1,0.601,0.677,0,TRAIN,SYNTHETIC
CASE-00523,ATM-001,2.76,3.16,1,0.689,0.302,0,TRAIN,SYNTHETIC
CASE-00523,ATM-073,3.01,2.83,1,0.83,0.829,0,TRAIN,SYNTHETIC
CASE-00523,ATM-103,4.3,4.97,1,0.971,0.899,0,TRAIN,SYNTHETIC
CASE-00523,ATM-043,5.15,4.23,1,0.479,0.866,0,TRAIN,SYNTHETIC
CASE-00523,ATM-115,5.3,6.51,1,0.865,0,0,TRAIN,SYNTHETIC
CASE-00523,ATM-085,7.22,6.63,1,0.472,0.093,0,TRAIN,SYNTHETIC
CASE-00523,ATM-025,7.23,8.76,1,0.773,0.768,0,TRAIN,SYNTHETIC
CASE-00523,ATM-062,281.08,262.92,0,0.599,0.552,1,TRAIN,SYNTHETIC
CASE-00524,ATM-020,2.69,2.02,1,0.929,0.606,0,TRAIN,SYNTHETIC
CASE-00524,ATM-086,2.9,2.68,1,0.935,0.745,0,TRAIN,SYNTHETIC
CASE-00524,ATM-032,3.44,3.78,1,0.578,0.327,0,TRAIN,SYNTHETIC
